citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,v1,v2,v3,v4,v5
C70848,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,15,17
C70849,Centaur,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,29,0,0,0,0
C70850,Centaur,18,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,46,0,0,0,0
C70851,Centaur,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0
C70852,Cosmos,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,15,15,0,0,15,15,19,0,0,17
C70853,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0
C70854,Odyssey,1,0,0,7,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,17,0,0,26,0
C70855,Tokugawa,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,15,0,0,0,0,34,0,0
C70856,Odyssey,1,0,0,7,1,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,15,0,0,15,15,17,0,0,28,17
C70857,Ebony,0,7,0,0,2,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,15,0,0,0,0,28,0,0,3
C70858,Centaur,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,15,15,0,15,15,17,17,0,17,17
C70859,Cosmos,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,19,15,0,0,17
C70860,Tokugawa,3,2,11,1,0,3,1,2,1,0,0,0,1,0,0,0,1,3,0,0,15,11,15,15,0,21,15,32,17,0
C70861,Centaur,18,0,0,0,7,12,0,0,0,7,2,0,0,0,0,1,0,0,0,0,15,0,0,0,15,48,0,0,0,29
C70862,Cosmos,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,15,0,10,0,11,15,0,14,0,15
C70863,Centaur,13,11,7,0,1,1,1,1,0,1,0,0,2,0,0,8,6,0,0,0,15,10,10,0,0,37,28,20,0,2
C70864,Odyssey,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,37,0
C70865,Odyssey,2,0,0,10,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,15,0,0,15,0,19,0,0,32,0
C70866,Centaur,2,0,2,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,15,0,0,0,7,19,0,3,2,9
C70867,Tokugawa,0,1,4,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,15,15,0,15,0,17,21,0,19
C70868,Odyssey,0,0,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,0,0,32,0
C70869,Cosmos,6,4,0,2,9,6,3,0,2,9,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,12,17,0,4,19
C70870,Ebony,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,28,0,0,0
C70871,Centaur,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,26,0,0,0,0
C70872,Centaur,4,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,7,0,0,0,20,9,0,0,0
C70873,Tokugawa,4,2,3,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7,7,3,0,0,14,10,7,0,2
C70874,Centaur,13,3,0,0,0,9,1,0,0,0,2,0,0,0,0,0,2,0,0,0,15,15,0,0,0,39,21,0,0,0
C70875,Cosmos,0,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,36
C70876,Centaur,5,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,15,0,0,0,15,22,0,0,0,20
C70877,Cosmos,5,1,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,15,15,0,0,15,24,17,0,0,17
C70878,Tokugawa,0,0,13,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,0,0,35,0,0
C70879,Tokugawa,0,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,15,15,0,0,0,15,30,0,0
C70880,Centaur,8,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,24,15,0,0,2
C70881,Odyssey,0,0,0,16,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,45,0
C70882,Tokugawa,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0
C70883,Centaur,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,25,0,0,0,0
C70884,Centaur,4,0,0,6,5,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,15,0,0,15,0,21,0,0,27,6
C70885,Centaur,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,21,0,0,17,0
C70886,Cosmos,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,15,15,0,0,0,18,22
C70887,Ebony,0,14,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,13,0,0,0,0,35,0,0,0
C70888,Cosmos,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24
C70889,Odyssey,0,3,9,10,0,0,2,0,0,0,0,0,2,5,0,0,1,2,0,0,0,15,15,15,15,0,21,28,30,15
C70890,Odyssey,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,26,0
C70891,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0
C70892,Centaur,8,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,15,0,15,0,0,29,0,18,0,0
C70893,Centaur,8,2,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,6,0,0,0,0,20,3,0,0,0
C70894,Centaur,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0
C70895,Ebony,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,23,0,0,0
C70896,Ebony,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,28,0,0,0
C70897,Tokugawa,1,0,7,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,15,0,15,0,0,17,0,29,0,0
C70898,Odyssey,0,0,0,16,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,46,0
C70899,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0
C70900,Centaur,17,10,0,0,0,3,0,0,0,0,5,2,0,0,0,1,1,0,0,0,13,15,0,0,0,39,28,0,0,0
C70901,Odyssey,5,4,0,9,4,1,0,0,5,0,0,1,0,2,2,3,1,0,0,0,15,15,0,15,15,24,21,0,31,21
C70902,Ebony,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,28,0,0,0
C70903,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,31,0
C70904,Centaur,14,2,1,0,1,10,0,1,0,1,1,0,0,0,0,0,2,0,0,0,15,15,15,0,15,40,19,17,0,17
C70905,Cosmos,0,0,0,0,13,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,15,0,0,0,15,15,0,0,0,36
C70906,Centaur,10,1,0,1,1,6,0,0,1,1,2,0,0,0,0,0,1,0,0,0,5,0,0,15,7,23,2,0,17,9
C70907,Cosmos,0,1,0,0,9,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,21
C70908,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17
C70909,Cosmos,1,6,0,2,6,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,15,2,0,15,3,17,9,0,19,11
C70910,Cosmos,0,0,14,6,10,0,0,1,0,0,0,0,5,2,4,0,0,1,0,0,0,0,15,15,15,0,0,36,23,29
C70911,Cosmos,0,4,3,4,1,0,3,1,2,1,0,0,1,1,0,0,1,0,0,0,15,15,15,15,15,15,23,20,22,17
C70912,Ebony,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,12,0,0,0,9,14,0,0,0
C70913,Odyssey,0,0,0,20,0,0,0,0,9,0,0,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,0,51,0
C70914,Odyssey,0,0,4,7,0,0,0,2,4,0,0,0,0,0,0,0,0,2,1,0,0,0,15,15,0,0,0,23,27,0
C70915,Ebony,0,16,0,0,2,0,2,0,0,0,0,2,0,0,1,0,6,0,0,0,0,15,0,0,0,0,41,0,0,3
C70916,Odyssey,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0
C70917,Tokugawa,7,1,18,0,2,3,1,4,0,0,1,0,6,0,1,0,0,0,0,0,15,15,15,0,15,26,17,43,0,18
C70918,Odyssey,4,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,20,0,0,23,0
C70919,Ebony,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,0,18,0,19,0
C70920,Centaur,8,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0
C70921,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16
C70922,Ebony,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,15,15,0,0,0,17,23,0,0,0
C70923,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,15,0,0,13
C70924,Cosmos,0,0,0,1,6,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,17,26
C70925,Centaur,11,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,0,0
C70926,Ebony,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,34,0,0,0
C70927,Odyssey,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0
C70928,Ebony,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,0,21,0,0,0
C70929,Centaur,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,17,0
C70930,Ebony,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,21,0,0,0
C70931,Ebony,2,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,15,15,0,0,15,19,26,0,0,15
C70932,Odyssey,9,0,0,12,0,7,0,0,12,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,32,0,0,39,0
C70933,Tokugawa,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,0,15,21,0,15
C70934,Tokugawa,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,0,0,0,20,17,0
C70935,Tokugawa,3,0,4,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,15,15,15,0,0,20,15,23,0,0
C70936,Odyssey,1,2,0,19,0,1,0,0,3,0,0,0,0,5,0,0,2,0,0,0,15,15,0,15,0,17,19,0,42,0
C70937,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19
C70938,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19
C70939,Centaur,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,0,0,0,0
C70940,Tokugawa,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,15,15,15,15,0,15,15,22,19,0
C70941,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,15,0
C70942,Odyssey,1,0,0,8,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,15,15,15,15,0,17,15,15,30,0
C70943,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0
C70944,Centaur,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,15,0,17,0
C70945,Odyssey,6,5,0,7,0,4,5,0,2,0,0,0,0,2,0,2,0,0,0,0,0,8,0,15,10,12,18,0,26,10
C70946,Centaur,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,30,0,0,0,0
C70947,Cosmos,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,0,0,12,17,15,0,0,14
C70948,Cosmos,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,7,0,0,17,19,9
C70949,Cosmos,0,0,0,1,8,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,15,0,15,15,0,15,0,17,27
C70950,Centaur,17,0,0,0,2,4,0,0,0,2,2,0,0,0,0,8,0,0,0,0,15,0,0,15,15,46,0,0,15,19
C70951,Odyssey,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,26,0
C70952,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,17
C70953,Ebony,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,0,17,0,0,17
C70954,Cosmos,0,0,0,0,11,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,34
C70955,Cosmos,0,4,0,2,5,0,0,0,2,1,0,1,0,0,2,0,2,0,0,0,0,15,0,15,15,0,22,0,19,23
C70956,Odyssey,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,29,15
C70957,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0
C70958,Cosmos,0,1,0,2,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,15,0,10,15,0,17,0,13,19
C70959,Centaur,4,0,0,8,0,4,0,0,3,0,0,0,0,2,0,0,0,0,1,0,15,0,0,15,0,23,0,0,29,0
C70960,Odyssey,0,1,0,7,1,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,17,0,28,2
C70961,Centaur,3,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,21,0,18,0,0
C70962,Ebony,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,15,0,0,17,12,17,0,0
C70963,Centaur,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,11,2,15,0,0
C70964,Centaur,7,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,15,0,0,15,0,27,0,0,17,0
C70965,Odyssey,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,0,15,0,22,15
C70966,Cosmos,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,36
C70967,Centaur,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0
C70968,Centaur,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,0,0,15,0,16,0,0,21,0
C70969,Odyssey,1,1,0,11,1,1,1,0,2,1,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,2,2,0,33,2
C70970,Centaur,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,0,0
C70971,Odyssey,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0
C70972,Cosmos,2,1,17,0,2,0,1,1,0,2,1,0,4,0,0,0,0,4,0,0,15,15,15,0,15,18,17,41,0,19
C70973,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0
C70974,Ebony,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,29,0,0,0
C70975,Ebony,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,27,0,0,0
C70976,Cosmos,0,0,0,0,8,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,0,25
C70977,Odyssey,0,0,0,4,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,22,17
C70978,Centaur,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,35,0,0,0,0
C70979,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,20,15
C70980,Centaur,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,35,0,0,0,0
C70981,Ebony,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,33,0,0,0
C70982,Ebony,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,19,0,0,17
C70983,Centaur,12,3,0,0,0,8,1,0,0,0,1,1,0,0,0,2,0,0,0,0,15,15,0,0,0,38,20,0,0,0
C70984,Centaur,13,0,0,0,1,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,15,40,0,0,0,17
C70985,Odyssey,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0
C70986,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21
C70987,Centaur,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,27,0,0,0,0
C70988,Centaur,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,14,0,0,17,0
C70989,Ebony,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,26,0,0,0
C70990,Cosmos,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,17,15
C70991,Odyssey,0,3,0,19,0,0,3,0,15,0,0,0,0,1,0,0,0,0,2,0,0,15,0,15,0,0,21,0,52,0
C70992,Cosmos,0,2,0,0,5,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,11,0,0,13,0,15,0,0,21
C70993,Ebony,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,14,11,0,0,0
C70994,Centaur,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,15,2,0,0
C70995,Ebony,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,15,15,0,0,15,19,19,0,0,17
C70996,Centaur,7,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,15,12,3,0,0,15
C70997,Ebony,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,0,27,0,0,0
C70998,Ebony,0,16,0,0,1,0,8,0,0,1,0,1,0,0,0,0,2,0,0,0,0,6,0,0,10,0,33,0,0,12
C70999,Cosmos,0,0,0,9,6,0,0,0,3,6,0,0,0,2,0,0,0,0,1,0,0,0,0,15,15,0,0,0,30,27
C71000,Centaur,16,2,0,4,0,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,15,15,0,15,0,36,18,0,21,0
C71001,Tokugawa,1,1,18,0,0,1,1,2,0,0,0,0,4,0,0,0,0,5,0,0,7,15,15,0,0,9,17,44,0,0
C71002,Ebony,0,6,0,10,1,0,1,0,5,1,0,1,0,1,0,0,3,0,2,0,0,15,0,15,15,0,26,0,33,17
C71003,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0
C71004,Odyssey,0,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,18,27,0
C71005,Cosmos,0,6,0,0,8,0,3,0,0,4,0,1,0,0,2,0,1,0,0,0,0,15,0,0,15,0,26,0,0,29
C71006,Odyssey,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,26,0
C71007,Cosmos,1,1,0,0,12,1,1,0,0,8,0,0,0,0,2,0,0,0,0,0,15,15,0,0,15,17,17,0,0,37
C71008,Ebony,0,9,0,2,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,15,15,15,15,0,15,29,15,19,0
C71009,Tokugawa,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,15,0,11,0,15,15,0,17,0,17
C71010,Odyssey,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,0,19,17,17
C71011,Odyssey,0,0,0,12,1,0,0,0,4,1,0,0,0,3,0,0,0,0,1,0,0,0,0,15,10,0,0,0,35,12
C71012,Odyssey,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,15,0,0,0,0,37,0
C71013,Odyssey,5,0,0,3,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,15,0,25,0,0,19,0
C71014,Cosmos,0,0,0,2,6,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,12,0,0,0,19,22
C71015,Cosmos,4,0,0,1,7,2,0,0,1,2,1,0,0,0,2,0,0,0,0,0,15,0,0,15,15,22,0,0,17,26
C71016,Ebony,0,10,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,15,34,0,0,0
C71017,Centaur,5,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,15,0,15,0,0,23,0,19,0,0
C71018,Odyssey,0,2,1,12,0,0,1,0,5,0,0,0,0,3,0,0,1,1,1,0,0,15,15,15,15,0,19,17,36,15
C71019,Tokugawa,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,36,0,0
C71020,Centaur,12,10,0,6,4,2,2,0,5,0,3,3,0,0,1,2,2,0,1,2,15,12,0,5,0,34,29,0,17,7
C71021,Cosmos,1,1,0,0,11,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,15,15,0,15,15,17,17,0,15,32
C71022,Odyssey,0,1,0,6,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,0,26,0
C71023,Ebony,0,5,0,1,2,0,3,0,0,2,0,0,0,0,0,0,2,0,1,0,0,15,0,15,15,0,25,0,17,19
C71024,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0
C71025,Centaur,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,27,0,0,0,0
C71026,Ebony,2,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,15,0,0,0,3,31,0,0,0
C71027,Tokugawa,0,0,15,0,0,0,0,10,0,0,0,0,1,0,0,0,0,3,0,0,0,0,13,0,0,0,0,42,0,0
C71028,Cosmos,0,0,0,0,12,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,35
C71029,Ebony,0,4,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,23,0,17,0
C71030,Centaur,14,0,0,0,0,5,0,0,0,0,1,0,0,0,0,7,0,0,0,0,15,0,0,0,0,42,0,0,0,0
C71031,Cosmos,0,2,0,0,21,0,2,0,0,13,0,0,0,0,4,0,0,0,0,0,15,10,0,0,14,15,14,0,0,52
C71032,Odyssey,0,0,0,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0
C71033,Ebony,0,8,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,25,0,0,0
C71034,Cosmos,0,1,0,0,11,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,15,0,0,6,0,17,0,0,20
C71035,Odyssey,3,0,0,6,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,15,0,0,15,0,20,0,0,25,0
C71036,Centaur,14,0,0,7,0,9,0,0,7,0,0,0,0,0,0,5,0,0,0,0,15,0,0,15,0,43,0,0,29,0
C71037,Ebony,0,13,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0
C71038,Centaur,3,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,15,0,15,15,15,20,0,19,17,15
C71039,Centaur,8,3,0,0,0,7,1,0,0,0,0,0,0,0,0,1,2,0,0,0,8,3,0,0,0,24,9,0,0,0
C71040,Odyssey,0,0,1,8,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,7,15,0,0,0,9,30,0
C71041,Odyssey,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,45,0
C71042,Odyssey,0,2,0,13,0,0,0,0,5,0,0,1,0,3,0,0,0,0,1,0,0,15,0,15,0,0,18,0,37,0
C71043,Tokugawa,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,15,15,0,0,0,27,17,0
C71044,Odyssey,0,0,0,11,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,36,0
C71045,Cosmos,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19
